DrawDate,Match 6 Prize,Match 6 Winners,Match 6 Total,Match 5 Prize,Match 5 Winners,Match 5 Total,Match 4 Prize,Match 4 Winners,Match 4 Total,Match 4 plus Bonus Prize,Match 4 plus Bonus Winners,Match 4 plus Bonus Total,Match 3 plus Bonus Prize,Match 3 plus Bonus Winners,Match 3 plus Bonus Total,Match 5 plus Bonus Prize,Match 5 plus Bonus Winners,Match 5 plus Bonus Total,Match 3 Prize,Match 3 Winners,Match 3 Total,Match 2 plus Bonus Prize,Match 2 plus Bonus Winners,Match 2 plus Bonus Total
2020-11-11,7628219,0,0,2051,14,28714,63,742,46746,176,41,7216,28,1094,30632,15962,3,47886,10,14190,141900,3,10765,32295
2020-11-07,7216585,0,0,1430,27,38610,60,1047,62820,187,52,9724,30,1379,41370,172446,1,172446,11,18136,199496,3,13378,40134
2020-11-04,6663141,0,0,1153,24,27672,58,770,44660,155,45,6975,26,1137,29562,108061,0,0,10,13646,136460,3,11719,35157
2020-10-31,6266484,0,0,1688,22,37136,61,985,60085,170,55,9350,32,1247,39904,61916,0,0,11,16229,178519,3,12968,38904
2020-10-28,5734259,0,0,879,30,26370,36,1203,43308,88,75,6600,17,1694,28798,43998,1,43998,7,17950,125650,3,14037,42111
2020-10-24,5356054,0,0,1577,24,37848,50,1241,62050,116,82,9512,20,2004,40080,52494,2,104988,9,21176,190584,3,18394,55182
2020-10-21,4813513,0,0,1092,23,25116,40,1017,40680,154,41,6314,29,928,26912,41872,0,0,8,16161,129288,3,8370,25110
2020-10-17,4453585,0,0,1020,33,33660,44,1254,55176,126,67,8442,22,1685,37070,339205,1,339205,8,21232,169856,3,14828,44484
2020-10-14,3971157,0,0,1487,16,23792,62,625,38750,193,31,5983,29,896,25984,283082,0,0,10,11389,113890,3,8467,25401
2020-10-10,3630126,0,0,1348,25,33700,41,1329,54489,217,39,8463,30,1223,36690,243408,0,0,8,20408,163264,3,11056,33168
2020-10-07,3146920,0,0,2645,9,23805,57,681,38817,97,62,6014,26,1001,26026,187194,0,0,9,12626,113634,3,9247,27741
2020-10-03,2805656,0,0,1273,26,33098,38,1433,54454,76,109,8284,17,2105,35785,147494,0,0,8,21442,171536,3,17514,52542
2020-09-30,2331092,0,0,1650,14,23100,39,963,37557,145,40,5800,19,1287,24453,92285,0,0,7,15974,111818,3,11357,34071
2020-09-26,2000000,0,0,672,48,32256,30,1771,53130,98,83,8134,18,1995,35910,53768,0,0,7,24190,169330,3,15634,46902
2020-09-23,5395798,1,5395798,2280,11,25080,49,830,40670,124,51,6324,20,1365,27300,198258,1,198258,8,14694,117552,3,12047,36141
2020-09-19,5036239,0,0,1933,18,34794,56,1008,56448,195,45,8775,25,1514,37850,156429,0,0,10,17597,175970,3,14507,43521
2020-09-16,4537438,0,0,1637,15,24555,59,677,39943,199,31,6169,30,884,26520,98401,0,0,10,12720,127200,3,9101,27303
2020-09-12,4185485,0,0,1641,21,34461,51,1094,55794,193,45,8685,30,1258,37740,57457,0,0,9,19153,172377,3,12236,36708
2020-09-09,3691592,0,0,2223,11,24453,65,610,39650,192,32,6144,32,832,26624,98793,1,98793,10,11780,117800,3,7487,22461
2020-09-05,3341033,0,0,2046,17,34782,63,900,56700,190,46,8740,31,1224,37944,58011,0,0,11,16026,176286,3,13822,41466
2020-09-02,2842373,0,0,2220,11,24420,64,619,39616,212,29,6148,33,811,26763,40734,1,40734,10,11792,117920,3,8523,25569
2020-08-29,2492225,0,0,1321,26,34346,51,1102,56202,149,58,8642,24,1577,37848,57263,1,57263,9,19567,176103,3,14783,44349
2020-08-26,2000000,0,0,2969,8,23752,59,657,38763,206,29,5974,31,829,25699,68117,2,136234,11,10590,116490,3,9198,27594
2020-08-22,2482715,1,2482715,1122,30,33660,39,1419,55341,123,69,8487,18,2058,37044,96626,0,0,7,22314,156198,3,16652,49956
2020-08-19,2000000,0,0,1427,17,24259,61,652,39772,197,31,6107,30,882,26460,40470,0,0,11,11309,124399,3,8301,24903
2020-08-15,7337744,1,7337744,1395,28,39060,46,1382,63572,126,78,9828,24,1785,42840,65136,1,65136,9,21746,195714,3,16397,49191
2020-08-12,6777839,0,0,1375,21,28875,51,919,46869,132,55,7260,25,1240,31000,48171,1,48171,9,16237,146133,3,11963,35889
2020-08-08,6363763,0,0,2017,19,38323,63,989,62307,172,56,9632,31,1345,41695,110240,1,110240,11,17694,194634,3,13190,39570
2020-08-05,5814377,0,0,1462,19,27778,61,746,45506,163,43,7009,27,1098,29646,46327,0,0,11,13035,143385,3,11469,34407
2020-08-01,5416153,0,0,1637,24,39288,51,1257,64107,157,63,9891,29,1484,43036,207500,1,207500,9,22104,198936,3,13395,40185
2020-07-29,4853041,0,0,1377,19,26163,52,818,42536,132,50,6600,24,1184,28416,141990,0,0,9,14360,129240,3,11451,34353
2020-07-25,4477967,0,0,1117,31,34627,38,1469,55822,156,56,8736,25,1508,37700,98356,0,0,7,23286,163002,3,13606,40818
2020-07-22,3981646,0,0,1624,15,24360,34,1163,39542,128,48,6144,22,1221,26862,40617,0,0,7,17645,123515,3,9367,28101
2020-07-18,3632507,0,0,2387,14,33418,57,956,54492,175,48,8400,26,1409,36634,96153,1,96153,10,16439,164390,3,14643,43929
2020-07-15,3153504,0,0,1616,15,24240,46,864,39744,127,48,6096,24,1088,26112,40429,0,0,8,14470,115760,3,9616,28848
2020-07-11,2805983,0,0,1201,27,32427,52,1006,52312,138,59,8142,26,1365,35490,121947,2,243894,9,17949,161541,3,13705,41115
2020-07-08,2341081,0,0,1830,13,23790,49,795,38955,206,29,5974,33,770,25410,189810,0,0,9,13230,119070,3,7198,21594
2020-07-04,2000000,0,0,1250,26,32500,60,889,53340,160,51,8160,30,1163,34890,150130,0,0,10,16230,162300,3,12272,36816
2020-07-01,2824437,1,2824437,3430,7,24010,61,643,39223,178,34,6052,26,986,25636,95910,0,0,10,11610,116100,3,9707,29121
2020-06-27,2480201,0,0,2094,16,33504,58,937,54346,130,65,8450,26,1388,36088,55864,0,0,10,16882,168820,3,14396,43188
2020-06-24,2000000,0,0,2449,10,24490,62,642,39804,212,29,6148,29,904,26216,40838,1,40838,10,11860,118600,3,9067,27201
2020-06-20,6933904,1,6933904,1618,25,40450,56,1181,66136,170,60,10200,26,1707,44382,33723,2,67446,10,20872,208720,3,16531,49593
2020-06-17,6354143,0,0,621,46,28566,32,1468,46976,81,89,7209,18,1769,31842,109269,1,109269,7,20943,146601,3,14167,42501
2020-06-13,5944664,0,0,1155,32,36960,51,1172,59772,115,81,9315,23,1769,40687,61633,0,0,9,21014,189126,3,16743,50229
2020-06-10,5414877,0,0,2711,10,27110,64,693,44352,175,39,6825,28,1042,29176,45215,1,45215,11,12751,140261,3,10346,31038
2020-06-06,5026216,0,0,1818,20,36360,50,1182,59100,195,47,9165,31,1254,38874,204038,1,204038,9,20517,184653,3,12479,37437
2020-06-03,4504845,0,0,2312,11,25432,70,594,41580,246,26,6396,32,857,27424,143385,0,0,11,10947,120417,3,9855,29565
2020-05-30,4140308,0,0,1116,32,35712,37,1572,58164,120,75,9000,23,1680,38640,100977,0,0,9,20347,183123,3,15578,46734
2020-05-27,3628362,0,0,2070,12,24840,63,645,40635,169,37,6253,30,892,26760,41420,0,0,11,11410,125510,3,8826,26478
2020-05-23,3272322,0,0,1773,19,33687,59,931,54929,173,49,8477,29,1248,36192,96007,1,96007,10,15957,159570,3,12481,37443
2020-05-20,2789321,0,0,1492,16,23872,48,802,38496,113,53,5989,21,1254,26334,39817,0,0,9,13817,124353,3,11851,35553
2020-05-16,2447059,0,0,1418,22,31196,66,773,51018,154,51,7854,30,1130,33900,90260,1,90260,11,14184,156024,3,10757,32271
2020-05-13,2000000,0,0,1092,21,22932,46,819,37674,107,54,5778,18,1398,25164,38252,0,0,8,13739,109912,3,12519,37557
2020-05-09,4041306,1,4041306,1776,18,31968,63,822,51786,191,42,8022,31,1115,34565,118737,2,237474,11,15053,165583,3,11100,33300
2020-05-06,3583133,0,0,1883,13,24479,48,830,39840,128,48,6144,23,1132,26036,184173,0,0,9,13992,125928,3,10881,32643
2020-05-02,3232197,0,0,1219,26,31694,49,1042,51058,131,61,7991,25,1395,34875,143347,0,0,9,17355,156195,3,14342,43026
2020-04-29,2778032,0,0,1993,12,23916,66,586,38676,194,31,6014,34,770,26180,90512,0,0,11,10938,120318,3,8018,24054
2020-04-25,2435183,0,0,1047,29,30363,44,1116,49104,129,59,7611,23,1445,33235,50627,0,0,8,17993,143944,3,13387,40161
2020-04-22,2000000,0,0,2800,8,22400,55,667,36685,176,32,5632,22,1099,24178,37358,1,37358,10,11608,116080,3,10461,31383
2020-04-18,9772175,1,9772175,827,45,37215,42,1440,60480,91,103,9373,19,2169,41211,36453,3,109359,8,22923,183384,3,18337,55011
2020-04-15,9238907,0,0,1013,28,28364,51,914,46614,193,37,7141,26,1175,30550,47321,0,0,9,14811,133299,3,10259,30777
2020-04-11,8832139,0,0,1927,18,34686,61,920,56120,224,39,8736,26,1438,37388,28929,2,57858,10,17058,170580,3,14168,42504
2020-04-08,8334789,0,0,1638,16,26208,54,796,42984,124,53,6572,23,1213,27899,311413,1,311413,10,13626,136260,3,11934,35802
2020-04-04,7959159,0,0,1444,21,30324,61,812,49532,147,52,7644,25,1318,32950,267714,0,0,10,14708,147080,3,13953,41859
2020-04-01,7524485,0,0,1501,15,22515,46,793,36478,135,42,5670,20,1245,24900,217146,0,0,9,12926,116334,3,11361,34083
2020-03-28,7201768,0,0,1567,19,29773,59,824,48616,147,51,7497,27,1178,31806,179603,0,0,10,14468,144680,3,13241,39723
2020-03-25,6774845,0,0,1833,13,23829,50,783,39150,143,42,6006,22,1165,25630,129937,0,0,9,13705,123345,3,10580,31740
2020-03-21,6433167,0,0,1439,22,31658,56,928,51968,126,63,7938,21,1598,33558,90188,0,0,9,17148,154332,3,15866,47598
2020-03-18,5979353,0,0,1401,16,22416,49,745,36505,103,55,5665,22,1082,23804,37394,0,0,8,13282,106256,3,10276,30828
2020-03-14,5657916,0,0,881,39,34359,35,1597,55895,166,52,8632,27,1378,37206,96338,1,96338,7,23556,164892,3,12853,38559
2020-03-11,5165312,0,0,2600,9,23400,61,626,38186,178,33,5874,26,992,25792,39032,0,0,10,11727,117270,2,10521,21042
2020-03-07,4829800,0,0,2505,13,32565,55,956,52580,158,52,8216,26,1354,35204,146875,1,146875,10,16416,164160,2,13858,27716
2020-03-04,4362948,0,0,1074,22,23628,32,1205,38560,156,38,5928,29,889,25781,92564,0,0,7,17935,125545,2,7738,15476
2020-02-29,4024083,0,0,1874,17,31858,53,978,51834,167,48,8016,24,1463,35112,53143,0,0,9,16739,150651,2,14190,28380
2020-02-26,3567275,0,0,1747,13,22711,55,667,36685,143,40,5720,26,957,24882,129111,1,129111,10,11323,113230,2,9747,19494
2020-02-22,3241638,0,0,1068,30,32040,51,1027,52377,183,44,8052,32,1099,35168,91228,0,0,9,17430,156870,3,10475,31425
2020-02-19,2782130,0,0,1029,22,22638,45,814,36630,129,44,5676,22,1105,24310,37771,0,0,9,13130,118170,3,9770,29310
2020-02-15,2457453,0,0,1773,18,31914,56,921,51576,187,43,8041,25,1364,34100,89040,1,89040,10,16603,166030,3,12858,38574
2020-02-12,2000000,0,0,976,22,21472,37,957,35409,90,60,5400,18,1272,22896,35823,0,0,7,14215,99505,3,10916,32748
2020-02-08,2773649,1,2773649,2112,15,31680,61,851,51911,221,36,7956,29,1168,33872,70725,2,141450,11,14501,159511,3,12380,37140
2020-02-05,2319512,0,0,1857,12,22284,66,549,36234,165,34,5610,28,867,24276,88618,0,0,11,10335,113685,3,9048,27144
2020-02-01,2000000,0,0,1928,16,30848,45,1119,50355,108,72,7776,19,1779,33801,51448,0,0,8,18502,148016,3,16255,48765
2020-01-29,3886999,2,7773998,1648,17,28016,60,765,45900,153,46,7038,26,1147,29822,46714,1,46714,10,14303,143030,3,12057,36171
2020-01-25,7372451,0,0,2259,16,36144,57,1025,58425,222,41,9102,32,1225,39200,203420,1,203420,9,18933,170397,3,11809,35427
2020-01-22,6854354,0,0,1548,17,26316,46,932,42872,228,29,6612,32,902,28864,143147,0,0,8,16115,128920,3,8354,25062
2020-01-18,6477135,0,0,1821,19,34599,44,1271,55924,145,60,8700,23,1651,37973,99264,0,0,9,19638,176742,3,15306,45918
2020-01-15,5981135,0,0,1187,21,24927,54,756,40824,190,33,6270,34,793,26962,41562,0,0,9,13624,122616,3,8092,24276
2020-01-11,5623874,0,0,1334,25,33350,55,988,54340,182,46,8372,26,1406,36556,36373,4,145492,9,18303,164727,3,14159,42477
2020-01-08,5145889,0,0,1458,16,23328,59,645,38055,178,33,5874,31,811,25141,89885,0,0,9,12325,110925,3,7936,23808
2020-01-04,4811575,0,0,1092,28,30576,36,1373,49428,133,58,7714,25,1327,33175,50993,0,0,7,20923,146461,3,12018,36054
2020-01-01,4373244,0,0,1718,13,22334,58,627,36366,165,34,5610,26,934,24284,312042,1,312042,10,11320,113200,3,10834,32502
2019-12-28,4053001,0,0,2067,13,26871,53,824,43672,130,52,6760,24,1197,28728,274787,0,0,9,14637,131733,3,11117,33351
2019-12-25,3667879,0,0,2167,13,28171,59,774,45666,177,40,7080,26,1171,30446,229984,0,0,10,13355,133550,3,12136,36408
2019-12-21,3264094,0,0,1118,32,35776,52,1121,58292,155,58,8990,27,1449,39123,183010,0,0,9,19167,172503,3,13775,41325
2019-12-18,2751308,0,0,1063,21,22323,44,824,36256,108,52,5616,20,1222,24440,123355,0,0,8,13759,110072,3,10619,31857
2019-12-14,2431358,0,0,2149,14,30086,50,979,48950,165,46,7590,30,1091,32730,86134,0,0,9,17380,156420,3,10491,31473
2019-12-11,2000000,0,0,1437,15,21555,47,746,35062,155,35,5425,30,788,23640,35952,0,0,8,12761,102088,3,7105,21315
2019-12-07,6834410,1,6834410,1923,18,34614,55,1027,56485,178,49,8722,26,1419,36894,99906,1,99906,10,17776,177760,3,15157,45471
2019-12-04,6338218,0,0,1265,20,25300,53,774,41022,141,45,6345,24,1138,27312,42182,0,0,9,13532,121788,3,11027,33081
2019-11-30,5975628,0,0,1293,26,33618,46,1202,55292,90,94,8460,16,2292,36672,28040,2,56080,8,19738,157904,3,19839,59517
2019-11-27,5493566,0,0,2014,12,24168,65,601,39065,174,35,6090,28,924,25872,40302,1,40302,11,11112,122232,3,9358,28074
2019-11-23,5147131,0,0,1320,25,33000,54,987,53298,163,51,8313,24,1479,35496,148259,1,148259,10,16981,169810,3,14668,44004
2019-11-20,4674023,0,0,1465,16,23440,52,728,37856,211,28,5908,31,807,25017,93220,0,0,9,12729,114561,3,7881,23643
2019-11-16,4338088,0,0,1353,24,32472,48,1098,52704,174,47,8178,29,1227,35583,54139,0,0,8,19729,157832,3,11660,34980
2019-11-13,3872714,0,0,1343,17,22831,34,1095,37230,144,40,5760,22,1127,24794,19033,2,38066,7,16709,116963,3,9351,28053
2019-11-09,3545503,0,0,1767,18,31806,50,1028,51400,136,59,8024,24,1443,34632,91016,1,91016,9,17856,160704,3,14103,42309
2019-11-06,3089637,0,0,1752,13,22776,49,749,36701,119,48,5712,17,1419,24123,37983,0,0,9,12977,116793,3,12722,38166
2019-11-02,2763142,0,0,1361,23,31303,56,907,50792,114,69,7866,20,1670,33400,17403,3,52209,9,16313,146817,3,15972,47916
2019-10-30,2314353,0,0,406,54,21924,21,1679,35259,41,134,5494,12,1970,23640,111972,2,223944,6,18572,111432,3,13720,41160
2019-10-26,2000000,0,0,2375,13,30875,62,809,50158,235,33,7755,32,1061,33952,187373,0,0,11,13826,152086,3,10861,32583
2019-10-23,5260021,1,5260021,1615,15,24225,59,674,39766,169,36,6084,33,787,25971,135888,0,0,10,11580,115800,3,7577,22731
2019-10-19,4912682,0,0,1965,17,33405,41,1316,53956,187,45,8415,26,1417,36842,95481,0,0,8,21717,173736,3,12989,38967
2019-10-16,4433851,0,0,2168,11,23848,46,853,39238,105,57,5985,20,1301,26020,39776,0,0,8,14292,114336,3,11817,35451
2019-10-12,4091940,0,0,1582,21,33222,55,990,54450,261,32,8352,28,1279,35812,243365,1,243365,10,16508,165080,3,12699,38097
2019-10-09,3615764,0,0,1710,14,23940,47,832,39104,131,46,6026,22,1170,25740,187969,0,0,8,14677,117416,3,10652,31956
2019-10-05,3272518,0,0,1331,25,33275,64,844,54016,186,45,8370,27,1332,35964,148038,0,0,11,15396,169356,3,14195,42585
2019-10-02,2795406,0,0,1230,19,23370,44,865,38060,203,29,5887,32,794,25408,92533,0,0,8,14701,117608,3,7554,22662
2019-09-28,2460381,0,0,2007,16,32112,48,1091,52368,184,44,8096,30,1177,35310,53558,0,0,9,17680,159120,3,11571,34713
2019-09-25,2000000,0,0,1703,13,22139,48,752,36096,111,50,5550,20,1189,23780,36927,1,36927,9,12818,115362,3,10914,32742
2019-09-21,5325592,1,5325592,950,39,37050,37,1615,59755,95,98,9310,18,2173,39114,51435,2,102870,8,24254,194032,3,18014,54042
2019-09-18,4794343,0,0,1449,17,24633,55,731,40205,147,42,6174,25,1071,26775,41067,0,0,9,13308,119772,3,10332,30996
2019-09-14,4441335,0,0,2369,14,33166,58,936,54288,232,36,8352,31,1144,35464,245371,1,245371,10,17143,171430,3,10725,32175
2019-09-11,3965858,0,0,1340,18,24120,55,716,39380,173,35,6055,28,934,26152,190057,0,0,10,11891,118910,3,9542,28626
2019-09-07,3619960,0,0,1144,29,33176,56,956,53536,170,49,8330,27,1350,36450,149817,0,0,9,18527,166743,3,12090,36270
2019-09-04,3144209,0,0,1850,13,24050,54,730,39420,116,52,6032,18,1466,26388,94471,0,0,9,12808,115272,3,13660,40980
2019-08-31,2799480,0,0,1482,22,32604,55,967,53185,249,33,8217,31,1151,35681,54367,0,0,9,17945,161505,3,10673,32019
2019-08-28,2332147,0,0,1782,13,23166,58,651,37758,167,35,5845,26,959,24934,38640,1,38640,10,12004,120040,3,9891,29673
2019-08-24,2000000,0,0,2364,13,30732,49,1026,50274,133,58,7714,22,1543,33946,25622,2,51244,8,18151,145208,3,14308,42924
2019-08-21,11225280,1,11225280,2982,12,35784,51,1136,57936,129,70,9030,24,1585,38040,134412,1,134412,9,19658,176922,3,15884,47652
2019-08-17,10712324,0,0,1724,26,44824,59,1231,72629,191,59,11269,30,1635,49050,74738,0,0,10,22799,227990,3,14921,44763
2019-08-14,10069884,0,0,2560,15,38400,55,1134,62370,156,62,9672,26,1599,41574,65099,2,130198,10,19873,198730,3,16456,49368
2019-08-10,9519470,0,0,1725,23,39675,58,1110,64380,188,53,9964,30,1429,42870,66165,0,0,10,19522,195220,3,14176,42528
2019-08-07,8950722,0,0,1048,29,30392,42,1189,49938,132,58,7656,28,1159,32452,119270,1,119270,7,20209,141463,3,11166,33498
2019-08-03,8514960,0,0,1645,25,41125,48,1396,67008,162,64,10368,28,1574,44072,68576,0,0,9,23498,211482,3,15348,46044
2019-07-31,7925486,0,0,1052,27,28404,30,1518,45540,170,42,7140,27,1141,30807,47379,1,47379,7,21441,150087,3,10468,31404
2019-07-27,7518222,0,0,2301,16,36816,58,1040,60320,182,51,9282,28,1439,40292,209809,1,209809,10,18349,183490,3,12983,38949
2019-07-24,6990410,0,0,1727,16,27632,53,842,44626,183,38,6954,32,929,29728,148407,0,0,9,15422,138798,3,8731,26193
2019-07-20,6594239,0,0,2526,14,35364,61,943,57523,143,62,8866,33,1175,38775,102318,0,0,10,17201,172010,3,11578,34734
2019-07-17,6087340,0,0,3249,8,25992,62,683,42346,211,31,6541,29,960,27840,43348,0,0,10,13016,130160,3,9243,27729
2019-07-13,5714720,0,0,1649,21,34629,51,1111,56661,171,51,8721,33,1151,37983,33167,3,99501,9,19356,174204,3,11739,35217
2019-07-10,5218359,0,0,1669,15,25035,55,745,40975,162,39,6318,26,1043,27118,41757,0,0,9,13479,121311,3,10688,32064
2019-07-06,4859419,0,0,643,52,33436,29,1870,54230,76,111,8436,15,2356,35340,74269,2,148538,7,24281,169967,3,18353,55059
2019-07-03,4380299,0,0,1469,16,23504,65,586,38090,311,19,5909,30,839,25170,92799,0,0,11,10390,114290,3,8546,25638
2019-06-29,4043281,0,0,2472,13,32136,65,804,52260,184,44,8096,31,1133,35123,53592,0,0,11,14642,161062,3,12052,36156
2019-06-26,3582605,0,0,1516,15,22740,43,863,37109,114,50,5700,18,1369,24642,129511,1,129511,8,13853,110824,3,11931,35793
2019-06-22,3256662,0,0,1987,16,31792,61,854,52094,228,35,7980,32,1082,34624,91593,0,0,10,16178,161780,3,11197,33591
2019-06-19,2800905,0,0,1927,12,23124,53,713,37789,194,30,5820,26,970,25220,38572,0,0,9,12619,113571,3,10029,30087
2019-06-15,2469340,0,0,1819,18,32742,65,816,53040,201,41,8241,30,1192,35760,91415,1,91415,11,14815,162965,3,11853,35559
2019-06-12,2000000,0,0,1577,14,22078,52,697,36244,168,33,5544,24,991,23784,36814,0,0,9,12577,113193,3,8003,24009
2019-06-08,4051610,1,4051610,3284,10,32840,63,850,53550,150,55,8250,29,1230,35670,238673,1,238673,11,14828,163108,3,14078,42234
2019-06-05,3580891,0,0,1426,16,22816,53,699,37047,230,25,5750,32,779,24928,183912,0,0,8,13503,108024,3,7456,22368
2019-06-01,3253786,0,0,1228,27,33156,40,1349,53960,114,73,8322,21,1703,35763,145859,0,0,8,21635,173080,3,15009,45027
2019-05-29,2778458,0,0,1759,13,22867,49,752,36848,230,25,5750,31,806,24986,90562,0,0,9,13153,118377,3,8079,24237
2019-05-25,2450740,0,0,2620,12,31440,50,1033,51650,188,42,7896,33,1047,34551,52437,0,0,9,17959,161631,3,9983,29949
2019-05-22,2000000,0,0,1699,13,22087,59,610,35990,185,30,5550,29,814,23606,48308,2,96616,11,9697,106667,3,8135,24405
2019-05-18,6197310,1,6197310,1054,34,35836,36,1623,58428,85,106,9010,16,2493,39888,59781,0,0,7,25047,175329,3,19274,57822
2019-05-15,5683438,0,0,1442,18,25956,59,715,42185,145,45,6525,24,1157,27768,795450,1,795450,10,12665,126650,3,12268,36804
2019-05-11,5311308,0,0,1235,30,37050,47,1292,60724,128,73,9344,24,1697,40728,752159,0,0,8,21808,174464,3,16412,49236
2019-05-08,4779975,0,0,2244,11,24684,72,561,40392,148,42,6216,25,1091,27275,690347,0,0,10,11741,117410,3,10699,32097
2019-05-04,4426094,0,0,1597,21,33537,60,917,55020,169,50,8450,27,1327,35829,649178,0,0,11,15440,169840,3,13282,39846
2019-05-01,3945401,0,0,2361,10,23610,74,518,38332,152,39,5928,29,889,25781,593257,0,0,11,10647,117117,3,9633,28899
2019-04-27,3606996,0,0,2053,16,32848,56,947,53032,150,55,8250,27,1333,35991,553889,0,0,10,16654,166540,3,13820,41460
2019-04-24,3136046,0,0,2300,10,23000,53,701,37153,207,28,5796,26,948,24648,499101,0,0,9,12406,111654,3,9463,28389
2019-04-20,2806378,0,0,2381,14,33334,47,1143,53721,150,56,8400,22,1665,36630,460749,0,0,8,19972,159776,3,14844,44532
2019-04-17,2328542,0,0,2546,9,22914,62,598,37076,165,35,5775,26,966,25116,405160,0,0,11,10600,116600,3,8670,26010
2019-04-13,2000000,0,0,1247,26,32422,42,1269,53298,136,60,8160,27,1304,35208,366940,0,0,8,21259,170072,3,11994,35982
2019-04-10,6442934,1,6442934,1674,16,26784,50,869,43450,146,46,6716,25,1150,28750,312861,0,0,9,15080,135720,3,11258,33774
2019-04-06,6058992,0,0,3057,12,36684,60,1001,60060,181,51,9231,26,1528,39728,268195,0,0,10,18721,187210,3,17300,51900
2019-04-03,5533089,0,0,1585,17,26945,48,911,43728,234,29,6786,30,965,28950,207015,0,0,8,16243,129944,3,8671,26013
2019-03-30,5146764,0,0,1939,19,36841,47,1286,60442,154,60,9240,28,1452,40656,162072,0,0,8,21818,174544,3,13460,40380
2019-03-27,4618521,0,0,1932,13,25116,60,682,40920,226,28,6328,33,833,27489,100619,0,0,10,11988,119880,3,7930,23790
2019-03-23,4258487,0,0,1601,22,35222,56,1024,57344,161,55,8855,25,1528,38200,58734,0,0,9,18590,167310,3,15654,46962
2019-03-20,3753612,0,0,1341,18,24138,47,833,39151,95,64,6080,18,1478,26604,243959,1,243959,9,13791,124119,3,13913,41739
2019-03-16,3407538,0,0,1586,25,39650,57,1132,64524,161,62,9982,26,1678,43628,203699,0,0,10,19418,194180,3,17462,52386
2019-03-13,2839074,0,0,3011,8,24088,63,625,39375,144,42,6048,34,767,26078,137567,0,0,11,11152,122672,3,7908,23724
2019-03-09,2493741,0,0,1813,19,34447,49,1155,56595,170,51,8670,29,1297,37613,97393,0,0,9,19902,179118,3,12291,36873
2019-03-06,2000000,0,0,1597,15,23955,58,668,38744,208,29,6032,24,1075,25800,39954,0,0,10,12187,121870,3,10295,30885
2019-03-02,2497727,1,2497727,1578,22,34716,41,1395,57195,98,89,8722,17,2202,37434,98068,1,98068,8,22600,180800,3,19051,57153
2019-02-27,2000000,0,0,1853,13,24089,65,606,39390,168,36,6048,25,1026,25650,40165,0,0,11,10979,120769,3,10303,30909
2019-02-23,10288699,1,10288699,1285,41,52685,46,1848,85008,140,95,13300,24,2369,56856,87864,1,87864,8,31579,252632,3,22563,67689
2019-02-20,9533426,0,0,665,51,33915,30,1818,54540,71,121,8591,15,2503,37545,244895,1,244895,7,25032,175224,3,18914,56742
2019-02-16,9047028,0,0,1932,22,42504,48,1452,69696,172,62,10664,28,1666,46648,188310,0,0,9,24482,220338,3,15526,46578
2019-02-13,8437678,0,0,972,32,31104,36,1387,49932,166,47,7802,28,1219,34132,117421,0,0,7,21722,152054,3,11730,35190
2019-02-09,7991929,0,0,624,63,39312,33,1928,63624,84,118,9912,18,2381,42858,65565,0,0,7,27762,194334,3,19665,58995
2019-02-06,7428335,0,0,1592,18,28656,38,1223,46474,82,88,7216,15,2117,31755,27421,4,109684,7,19847,138929,3,15726,47178
2019-02-02,7017540,0,0,1767,21,37107,57,1051,59907,176,53,9328,33,1230,40590,61895,0,0,10,19120,191200,3,13005,39015
2019-01-30,6485497,0,0,2216,12,26592,58,748,43384,216,31,6696,30,970,29100,148179,1,148179,10,13275,132750,3,9432,28296
2019-01-26,6104223,0,0,1917,19,36423,49,1211,59339,139,66,9174,23,1681,38663,103823,0,0,9,21034,189306,3,16248,48744
2019-01-23,5582095,0,0,1845,14,25830,71,590,41890,210,31,6510,33,853,28149,43082,0,0,12,11024,132288,3,8486,25458
2019-01-19,5211766,0,0,1956,18,35208,63,914,57582,177,50,8850,31,1222,37882,289861,1,289861,11,15904,174944,3,12270,36810
2019-01-16,4707151,0,0,1395,18,25110,44,935,41140,119,53,6307,23,1193,27439,231157,0,0,8,15626,125008,3,11603,34809
2019-01-12,4347070,0,0,2262,15,33930,58,960,55680,158,54,8532,29,1289,37381,189267,0,0,11,15701,172711,3,13985,41955
2019-01-09,3860685,0,0,1720,14,24080,63,624,39312,173,35,6055,28,946,26488,132684,0,0,10,11862,118620,3,9244,27732
2019-01-05,3515495,0,0,1307,25,32675,55,973,53515,144,57,8208,20,1738,34760,92526,0,0,9,18204,163836,3,16704,50112
2019-01-02,3047185,0,0,2852,8,22816,64,579,37056,239,24,5736,35,708,24780,38046,0,0,11,10377,114147,3,7407,22221
2018-12-29,2720148,0,0,959,30,28770,37,1282,47434,92,79,7268,15,2079,31185,39088,6,234528,7,19515,136605,3,16694,50082
2018-12-26,2307569,0,0,1533,14,21462,64,549,35136,180,30,5400,32,734,23488,186533,0,0,11,9434,103774,3,8280,24840
2018-12-22,2000000,0,0,1910,19,36290,56,1056,59136,190,48,9120,28,1400,39200,150752,0,0,10,18477,184770,3,14607,43821
2018-12-19,2775644,1,2775644,1011,23,23253,36,1059,38124,202,29,5858,32,781,24992,90234,0,0,7,16159,113113,3,7322,21966
