DrawDate,Match 6 Prize,Match 6 Winners,Match 6 Total,Match 5 Prize,Match 5 Winners,Match 5 Total,Match 4 Prize,Match 4 Winners,Match 4 Total,Match 4 plus Bonus Prize,Match 4 plus Bonus Winners,Match 4 plus Bonus Total,Match 3 plus Bonus Prize,Match 3 plus Bonus Winners,Match 3 plus Bonus Total,Match 5 plus Bonus Prize,Match 5 plus Bonus Winners,Match 5 plus Bonus Total,Match 3 Prize,Match 3 Winners,Match 3 Total,Match 2 plus Bonus Prize,Match 2 plus Bonus Winners,Match 2 plus Bonus Total
2002-11-13,1909687,,,1013,,,40,,,145,,,20,,,,,,,,,,,
2002-11-09,1350000,,,1099,,,45,,,132,,,20,,,,,,,,,,,
2002-11-06,3266855,,,943,,,43,,,127,,,19,,,,,,,,,,,
2002-11-02,2585131,,,760,,,34,,,81,,,14,,,,,,,,,,,
2002-10-30,1880072,,,601,,,31,,,76,,,15,,,,,,,,,,,
2002-10-26,1350000,,,1103,,,100,,,130,,,18,,,,,,,,,,,
2002-10-23,1887862,,,1254,,,54,,,150,,,24,,,,,,,,,,,
2002-10-19,1350000,,,1099,,,47,,,113,,,16,,,,,,,,,,,
2002-10-16,1350000,,,975,,,43,,,142,,,22,,,,,,,,,,,
2002-10-12,1350000,,,1234,,,51,,,155,,,24,,,,,,,,,,,
2002-10-09,5074328,,,385,,,24,,,51,,,11,,,,,,,,,,,
2002-10-05,4122500,,,1171,,,50,,,145,,,22,,,,,,,,,,,
2002-10-02,3256005,,,1031,,,46,,,153,,,20,,,,,,,,,,,
2002-09-28,2602020,,,657,,,27,,,73,,,13,,,,,,,,,,,
2002-09-25,1895899,,,958,,,38,,,98,,,15,,,,,,,,,,,
2002-09-21,1350000,,,1490,,,54,,,140,,,20,,,,,,,,,,,
2002-09-18,3279370,,,1333,,,50,,,149,,,23,,,,,,,,,,,
2002-09-14,2613814,,,1500,,,48,,,139,,,21,,,,,,,,,,,
2002-09-11,1899974,,,1064,,,40,,,131,,,21,,,,,,,,,,,
2002-09-07,1350000,,,1416,,,51,,,114,,,21,,,,,,,,,,,
2002-09-04,1907680,,,456,,,24,,,78,,,13,,,,,,,,,,,
2002-08-31,1269738,,,1546,,,53,,,,,,,,,,,,,,,,,
2002-08-28,1856203,,,1506,,,51,,,,,,,,,,,,,,,,,
2002-08-24,1269738,,,1030,,,45,,,,,,,,,,,,,,,,,
2002-08-21,5283098,,,900,,,40,,,,,,,,,,,,,,,,,
2002-08-17,4225756,,,904,,,40,,,,,,,,,,,,,,,,,
2002-08-14,3295945,,,528,,,27,,,,,,,,,,,,,,,,,
2002-08-10,2570973,,,1018,,,35,,,,,,,,,,,,,,,,,
2002-08-07,1825264,,,155,,,23,,,,,,,,,,,,,,,,,
2002-08-03,1269738,,,1015,,,43,,,,,,,,,,,,,,,,,
2002-07-31,1840384,,,613,,,28,,,,,,,,,,,,,,,,,
2002-07-27,1269738,,,1248,,,46,,,,,,,,,,,,,,,,,
2002-07-24,3219884,,,1340,,,46,,,,,,,,,,,,,,,,,
2002-07-20,2542111,,,1295,,,47,,,,,,,,,,,,,,,,,
2002-07-17,1819174,,,1350,,,53,,,,,,,,,,,,,,,,,
2002-07-13,1269738,,,1545,,,61,,,,,,,,,,,,,,,,,
2002-07-10,1269738,,,940,,,45,,,,,,,,,,,,,,,,,
2002-07-06,1269738,,,1339,,,46,,,,,,,,,,,,,,,,,
2002-07-03,1269738,,,1142,,,50,,,,,,,,,,,,,,,,,
2002-06-29,4155136,,,1195,,,40,,,,,,,,,,,,,,,,,
2002-06-26,3244618,,,1371,,,52,,,,,,,,,,,,,,,,,
2002-06-22,2559222,,,734,,,44,,,,,,,,,,,,,,,,,
2002-06-19,1824727,,,1383,,,55,,,,,,,,,,,,,,,,,
2002-06-15,1269738,,,1838,,,49,,,,,,,,,,,,,,,,,
2002-06-12,1838062,,,1417,,,53,,,,,,,,,,,,,,,,,
2002-06-08,1269738,,,1063,,,43,,,,,,,,,,,,,,,,,
2002-06-05,1269738,,,955,,,33,,,,,,,,,,,,,,,,,
2002-06-01,7022906,,,1077,,,45,,,,,,,,,,,,,,,,,
2002-05-29,5432644,,,1418,,,46,,,,,,,,,,,,,,,,,
2002-05-25,4278782,,,801,,,35,,,,,,,,,,,,,,,,,
2002-05-22,3291507,,,1278,,,55,,,,,,,,,,,,,,,,,
2002-05-18,2578055,,,829,,,31,,,,,,,,,,,,,,,,,
2002-05-15,1845487,,,1254,,,45,,,,,,,,,,,,,,,,,
2002-05-11,1269738,,,907,,,35,,,,,,,,,,,,,,,,,
2002-05-08,3283366,,,1340,,,41,,,,,,,,,,,,,,,,,
2002-05-04,2574204,,,1021,,,38,,,,,,,,,,,,,,,,,
2002-05-01,1838242,,,1099,,,42,,,,,,,,,,,,,,,,,
2002-04-27,1269738,,,1000,,,37,,,,,,,,,,,,,,,,,
2002-04-24,3291828,,,622,,,33,,,,,,,,,,,,,,,,,
2002-04-20,2579150,,,1175,,,45,,,,,,,,,,,,,,,,,
2002-04-17,1827929,,,1079,,,50,,,,,,,,,,,,,,,,,
2002-04-13,1269738,,,901,,,38,,,,,,,,,,,,,,,,,
2002-04-10,2587565,,,1315,,,47,,,,,,,,,,,,,,,,,
2002-04-06,1953225,,,1336,,,47,,,,,,,,,,,,,,,,,
2002-04-03,1269738,,,1234,,,46,,,,,,,,,,,,,,,,,
2002-03-30,3455325,,,911,,,39,,,,,,,,,,,,,,,,,
2002-03-27,2554542,,,1152,,,48,,,,,,,,,,,,,,,,,
2002-03-23,1938185,,,927,,,42,,,,,,,,,,,,,,,,,
2002-03-20,1269738,,,815,,,39,,,,,,,,,,,,,,,,,
2002-03-16,1960566,,,1674,,,53,,,,,,,,,,,,,,,,,
2002-03-13,1269738,,,1344,,,56,,,,,,,,,,,,,,,,,
2002-03-09,1269738,,,979,,,40,,,,,,,,,,,,,,,,,
2002-03-06,1836382,,,1839,,,52,,,,,,,,,,,,,,,,,
2002-03-02,1269738,,,884,,,40,,,,,,,,,,,,,,,,,
2002-02-27,1838329,,,1099,,,44,,,,,,,,,,,,,,,,,
2002-02-23,1269738,,,992,,,43,,,,,,,,,,,,,,,,,
2002-02-20,2614014,,,1485,,,54,,,,,,,,,,,,,,,,,
2002-02-16,1966460,,,1317,,,50,,,,,,,,,,,,,,,,,
2002-02-13,1269738,,,1068,,,41,,,,,,,,,,,,,,,,,
2002-02-09,1979322,,,1298,,,46,,,,,,,,,,,,,,,,,
2002-02-06,1269738,,,1162,,,43,,,,,,,,,,,,,,,,,
2002-02-02,1269738,,,766,,,40,,,,,,,,,,,,,,,,,
2002-01-30,2609086,,,947,,,39,,,,,,,,,,,,,,,,,
2002-01-26,1981218,,,1288,,,55,,,,,,,,,,,,,,,,,
2002-01-23,1269738,,,1029,,,50,,,,,,,,,,,,,,,,,
2002-01-19,1269738,,,1075,,,39,,,,,,,,,,,,,,,,,
2002-01-16,1269738,,,1256,,,47,,,,,,,,,,,,,,,,,
2002-01-12,1958356,,,1048,,,43,,,,,,,,,,,,,,,,,
2002-01-09,1269738,,,1543,,,56,,,,,,,,,,,,,,,,,
2002-01-05,2481957,,,1344,,,47,,,,,,,,,,,,,,,,,
2002-01-02,1778840,,,1484,,,58,,,,,,,,,,,,,,,,,
2001-12-29,1000000,,,847,,,33,,,,,,,,,,,,,,,,,
2001-12-26,1436997,,,134,,,19,,,,,,,,,,,,,,,,,
2001-12-22,1000000,,,1021,,,38,,,,,,,,,,,,,,,,,
2001-12-19,5269088,,,947,,,40,,,,,,,,,,,,,,,,,
2001-12-15,4279788,,,2026,,,64,,,,,,,,,,,,,,,,,
2001-12-12,1463915,,,1246,,,40,,,,,,,,,,,,,,,,,
2001-12-08,1000000,,,902,,,37,,,,,,,,,,,,,,,,,
2001-12-05,1000000,,,408,,,23,,,,,,,,,,,,,,,,,
2001-12-01,3310518,,,538,,,27,,,,,,,,,,,,,,,,,
2001-11-28,2593581,,,847,,,35,,,,,,,,,,,,,,,,,
2001-11-24,2038349,,,1260,,,43,,,,,,,,,,,,,,,,,
2001-11-21,1443386,,,1174,,,45,,,,,,,,,,,,,,,,,
2001-11-17,1000000,,,1217,,,40,,,,,,,,,,,,,,,,,
2001-11-14,1000000,,,867,,,35,,,,,,,,,,,,,,,,,
2001-11-10,1000000,,,1007,,,36,,,,,,,,,,,,,,,,,
2001-11-07,1000000,,,1138,,,50,,,,,,,,,,,,,,,,,
2001-11-03,1565101,,,916,,,40,,,,,,,,,,,,,,,,,
2001-10-31,1000000,,,1011,,,45,,,,,,,,,,,,,,,,,
2001-10-27,1568852,,,499,,,24,,,,,,,,,,,,,,,,,
2001-10-24,1000000,,,1314,,,47,,,,,,,,,,,,,,,,,
2001-10-20,2692531,,,515,,,22,,,,,,,,,,,,,,,,,
2001-10-17,2057035,,,562,,,26,,,,,,,,,,,,,,,,,
2001-10-13,1551414,,,800,,,33,,,,,,,,,,,,,,,,,
2001-10-10,1000000,,,1128,,,43,,,,,,,,,,,,,,,,,
2001-10-06,1000000,,,234,,,16,,,,,,,,,,,,,,,,,
2001-10-03,1000000,,,630,,,28,,,,,,,,,,,,,,,,,
2001-09-29,1000000,,,816,,,35,,,,,,,,,,,,,,,,,
2001-09-26,1463587,,,1368,,,46,,,,,,,,,,,,,,,,,
2001-09-22,1000000,,,1016,,,39,,,,,,,,,,,,,,,,,
2001-09-19,2051645,,,1374,,,44,,,,,,,,,,,,,,,,,
2001-09-15,1555403,,,1149,,,43,,,,,,,,,,,,,,,,,
2001-09-12,1000000,,,965,,,36,,,,,,,,,,,,,,,,,
2001-09-08,2121004,,,844,,,33,,,,,,,,,,,,,,,,,
2001-09-05,1497753,,,1079,,,40,,,,,,,,,,,,,,,,,
2001-09-01,1000000,,,656,,,31,,,,,,,,,,,,,,,,,
2001-08-29,4304701,,,742,,,34,,,,,,,,,,,,,,,,,
2001-08-25,3504995,,,747,,,33,,,,,,,,,,,,,,,,,
2001-08-22,2736834,,,1561,,,49,,,,,,,,,,,,,,,,,
2001-08-18,2138604,,,1078,,,37,,,,,,,,,,,,,,,,,
2001-08-15,1497574,,,1018,,,45,,,,,,,,,,,,,,,,,
2001-08-11,1000000,,,901,,,40,,,,,,,,,,,,,,,,,
2001-08-08,6640486,,,972,,,39,,,,,,,,,,,,,,,,,
2001-08-04,5171421,,,950,,,40,,,,,,,,,,,,,,,,,
2001-08-01,4041891,,,1600,,,39,,,,,,,,,,,,,,,,,
2001-07-28,3241892,,,861,,,33,,,,,,,,,,,,,,,,,
2001-07-25,2538637,,,646,,,29,,,,,,,,,,,,,,,,,
2001-07-21,2004222,,,853,,,28,,,,,,,,,,,,,,,,,
2001-07-18,1445342,,,978,,,40,,,,,,,,,,,,,,,,,
2001-07-14,1000000,,,722,,,31,,,,,,,,,,,,,,,,,
2001-07-11,1000000,,,520,,,25,,,,,,,,,,,,,,,,,
2001-07-07,1000000,,,810,,,33,,,,,,,,,,,,,,,,,
2001-07-04,1000000,,,933,,,37,,,,,,,,,,,,,,,,,
2001-06-30,2713334,,,708,,,31,,,,,,,,,,,,,,,,,
2001-06-27,2044245,,,980,,,34,,,,,,,,,,,,,,,,,
2001-06-23,1548969,,,706,,,34,,,,,,,,,,,,,,,,,
2001-06-20,1000000,,,1046,,,36,,,,,,,,,,,,,,,,,
2001-06-16,1000000,,,528,,,26,,,,,,,,,,,,,,,,,
2001-06-13,1000000,,,553,,,28,,,,,,,,,,,,,,,,,
2001-06-09,2712568,,,562,,,26,,,,,,,,,,,,,,,,,
2001-06-06,2068870,,,975,,,36,,,,,,,,,,,,,,,,,
2001-06-02,1586626,,,866,,,30,,,,,,,,,,,,,,,,,
2001-05-30,1000000,,,1110,,,36,,,,,,,,,,,,,,,,,
2001-05-26,1000000,,,986,,,43,,,,,,,,,,,,,,,,,
2001-05-23,1000000,,,1104,,,44,,,,,,,,,,,,,,,,,
2001-05-19,1552614,,,930,,,43,,,,,,,,,,,,,,,,,
2001-05-16,1000000,,,870,,,33,,,,,,,,,,,,,,,,,
2001-05-12,1000000,,,980,,,36,,,,,,,,,,,,,,,,,
2001-05-09,1437185,,,1513,,,43,,,,,,,,,,,,,,,,,
2001-05-05,1000000,,,832,,,38,,,,,,,,,,,,,,,,,
2001-05-02,1000000,,,763,,,32,,,,,,,,,,,,,,,,,
2001-04-28,1000000,,,1253,,,44,,,,,,,,,,,,,,,,,
2001-04-25,1000000,,,810,,,31,,,,,,,,,,,,,,,,,
2001-04-21,2115473,,,1204,,,47,,,,,,,,,,,,,,,,,
2001-04-18,1473307,,,887,,,40,,,,,,,,,,,,,,,,,
2001-04-14,1000000,,,1371,,,42,,,,,,,,,,,,,,,,,
2001-04-11,1485524,,,643,,,28,,,,,,,,,,,,,,,,,
2001-04-07,1000000,,,703,,,27,,,,,,,,,,,,,,,,,
2001-04-04,1000000,,,905,,,38,,,,,,,,,,,,,,,,,
2001-03-31,5268052,,,860,,,37,,,,,,,,,,,,,,,,,
2001-03-28,4154897,,,960,,,39,,,,,,,,,,,,,,,,,
2001-03-24,3391891,,,886,,,37,,,,,,,,,,,,,,,,,
2001-03-21,2648517,,,572,,,26,,,,,,,,,,,,,,,,,
2001-03-17,2098908,,,876,,,40,,,,,,,,,,,,,,,,,
2001-03-14,1485446,,,883,,,34,,,,,,,,,,,,,,,,,
2001-03-10,1000000,,,1116,,,47,,,,,,,,,,,,,,,,,
2001-03-07,4296496,,,1040,,,41,,,,,,,,,,,,,,,,,
2001-03-03,3458473,,,1204,,,36,,,,,,,,,,,,,,,,,
2001-02-28,2689521,,,1053,,,46,,,,,,,,,,,,,,,,,
2001-02-24,2104478,,,703,,,31,,,,,,,,,,,,,,,,,
2001-02-21,1479228,,,1232,,,44,,,,,,,,,,,,,,,,,
2001-02-17,1000000,,,1080,,,37,,,,,,,,,,,,,,,,,
2001-02-14,1513874,,,629,,,33,,,,,,,,,,,,,,,,,
2001-02-10,1000000,,,1050,,,40,,,,,,,,,,,,,,,,,
2001-02-07,4389456,,,776,,,35,,,,,,,,,,,,,,,,,
2001-02-03,3466627,,,965,,,40,,,,,,,,,,,,,,,,,
2001-01-31,2667510,,,730,,,31,,,,,,,,,,,,,,,,,
2001-01-27,2087685,,,1061,,,44,,,,,,,,,,,,,,,,,
2001-01-24,1462819,,,731,,,30,,,,,,,,,,,,,,,,,
2001-01-20,1000000,,,1224,,,47,,,,,,,,,,,,,,,,,
2001-01-17,2095496,,,277,,,41,,,,,,,,,,,,,,,,,
2001-01-13,1576384,,,872,,,37,,,,,,,,,,,,,,,,,
2001-01-10,1000000,,,1021,,,36,,,,,,,,,,,,,,,,,
2001-01-06,1577678,,,788,,,30,,,,,,,,,,,,,,,,,
2001-01-03,1000000,,,744,,,36,,,,,,,,,,,,,,,,,
2000-12-30,1545333,,,606,,,28,,,,,,,,,,,,,,,,,
2000-12-27,1000000,,,757,,,35,,,,,,,,,,,,,,,,,
2000-12-23,1453282,,,976,,,45,,,,,,,,,,,,,,,,,
2000-12-20,2163653,,,1013,,,39,,,,,,,,,,,,,,,,,
2000-12-16,1595511,,,692,,,24,,,,,,,,,,,,,,,,,
2000-12-13,1000000,,,980,,,41,,,,,,,,,,,,,,,,,
2000-12-09,1000000,,,511,,,25,,,,,,,,,,,,,,,,,
2000-12-06,1470210,,,1114,,,45,,,,,,,,,,,,,,,,,
2000-12-02,1000000,,,1082,,,41,,,,,,,,,,,,,,,,,
2000-11-29,1477409,,,1116,,,51,,,,,,,,,,,,,,,,,
2000-11-25,1000000,,,1144,,,39,,,,,,,,,,,,,,,,,
2000-11-22,2707082,,,817,,,32,,,,,,,,,,,,,,,,,
2000-11-18,2121455,,,1005,,,38,,,,,,,,,,,,,,,,,
2000-11-15,1479108,,,1135,,,41,,,,,,,,,,,,,,,,,
2000-11-11,1000000,,,756,,,34,,,,,,,,,,,,,,,,,
2000-11-08,1493812,,,622,,,30,,,,,,,,,,,,,,,,,
2000-11-04,1000000,,,695,,,30,,,,,,,,,,,,,,,,,
2000-11-01,1000000,,,936,,,36,,,,,,,,,,,,,,,,,
2000-10-28,1000000,,,676,,,32,,,,,,,,,,,,,,,,,
2000-10-25,1000000,,,678,,,28,,,,,,,,,,,,,,,,,
2000-10-21,5029474,,,983,,,41,,,,,,,,,,,,,,,,,
2000-10-18,3751675,,,1026,,,39,,,,,,,,,,,,,,,,,
2000-10-14,2947981,,,1039,,,36,,,,,,,,,,,,,,,,,
2000-10-11,2168454,,,747,,,33,,,,,,,,,,,,,,,,,
2000-10-07,1604225,,,1182,,,49,,,,,,,,,,,,,,,,,
2000-10-04,1000000,,,859,,,32,,,,,,,,,,,,,,,,,
2000-09-30,1000000,,,991,,,34,,,,,,,,,,,,,,,,,
2000-09-27,1000000,,,1325,,,43,,,,,,,,,,,,,,,,,
2000-09-23,1000000,,,904,,,37,,,,,,,,,,,,,,,,,
2000-09-20,2819386,,,579,,,27,,,,,,,,,,,,,,,,,
2000-09-16,2159595,,,945,,,35,,,,,,,,,,,,,,,,,
2000-09-13,1497933,,,870,,,39,,,,,,,,,,,,,,,,,
2000-09-09,1000000,,,724,,,32,,,,,,,,,,,,,,,,,
2000-09-06,2178420,,,833,,,38,,,,,,,,,,,,,,,,,
2000-09-02,1614087,,,624,,,30,,,,,,,,,,,,,,,,,
2000-08-30,1000000,,,962,,,41,,,,,,,,,,,,,,,,,
2000-08-26,1633201,,,1107,,,41,,,,,,,,,,,,,,,,,
2000-08-23,1000000,,,736,,,36,,,,,,,,,,,,,,,,,
2000-08-19,1642445,,,766,,,42,,,,,,,,,,,,,,,,,
2000-08-16,1000000,,,916,,,40,,,,,,,,,,,,,,,,,
2000-08-12,3099120,,,986,,,41,,,,,,,,,,,,,,,,,
2000-08-09,2288725,,,1269,,,44,,,,,,,,,,,,,,,,,
2000-08-05,1717528,,,1033,,,42,,,,,,,,,,,,,,,,,
2000-08-02,1000000,,,607,,,28,,,,,,,,,,,,,,,,,
2000-07-29,2946825,,,579,,,30,,,,,,,,,,,,,,,,,
2000-07-26,2177596,,,1113,,,39,,,,,,,,,,,,,,,,,
2000-07-22,1608964,,,945,,,37,,,,,,,,,,,,,,,,,
2000-07-19,1000000,,,1166,,,44,,,,,,,,,,,,,,,,,
2000-07-15,5213068,,,790,,,32,,,,,,,,,,,,,,,,,
2000-07-12,3791206,,,1053,,,41,,,,,,,,,,,,,,,,,
2000-07-08,2884201,,,991,,,42,,,,,,,,,,,,,,,,,
2000-07-05,2124574,,,1033,,,44,,,,,,,,,,,,,,,,,
2000-07-01,1585244,,,900,,,34,,,,,,,,,,,,,,,,,
2000-06-28,1000000,,,1009,,,38,,,,,,,,,,,,,,,,,
2000-06-24,1000000,,,945,,,31,,,,,,,,,,,,,,,,,
2000-06-21,1000000,,,407,,,24,,,,,,,,,,,,,,,,,
2000-06-17,2111132,,,952,,,38,,,,,,,,,,,,,,,,,
2000-06-14,1476682,,,193,,,24,,,,,,,,,,,,,,,,,
2000-06-10,1000000,,,751,,,36,,,,,,,,,,,,,,,,,
2000-06-07,2158233,,,809,,,32,,,,,,,,,,,,,,,,,
2000-06-03,1641332,,,1178,,,46,,,,,,,,,,,,,,,,,
2000-05-31,1000000,,,640,,,28,,,,,,,,,,,,,,,,,
2000-05-27,1000000,,,515,,,23,,,,,,,,,,,,,,,,,
2000-05-24,1000000,,,915,,,33,,,,,,,,,,,,,,,,,
2000-05-20,1593033,,,1136,,,37,,,,,,,,,,,,,,,,,
2000-05-17,1000000,,,748,,,32,,,,,,,,,,,,,,,,,
2000-05-13,1608016,,,504,,,27,,,,,,,,,,,,,,,,,
2000-05-10,1000000,,,1302,,,49,,,,,,,,,,,,,,,,,
2000-05-06,2158206,,,851,,,39,,,,,,,,,,,,,,,,,
2000-05-03,1486694,,,1685,,,50,,,,,,,,,,,,,,,,,
2000-04-29,1000000,,,692,,,29,,,,,,,,,,,,,,,,,
2000-04-26,1504801,,,1165,,,44,,,,,,,,,,,,,,,,,
2000-04-22,1000000,,,634,,,34,,,,,,,,,,,,,,,,,
2000-04-19,3896723,,,731,,,31,,,,,,,,,,,,,,,,,
2000-04-15,2945880,,,743,,,31,,,,,,,,,,,,,,,,,
2000-04-12,2153168,,,662,,,27,,,,,,,,,,,,,,,,,
2000-04-08,1594264,,,964,,,34,,,,,,,,,,,,,,,,,
2000-04-05,1000000,,,1007,,,37,,,,,,,,,,,,,,,,,
2000-04-01,1000000,,,413,,,20,,,,,,,,,,,,,,,,,
2000-03-29,1479635,,,863,,,45,,,,,,,,,,,,,,,,,
2000-03-25,1000000,,,668,,,28,,,,,,,,,,,,,,,,,
2000-03-22,1000000,,,901,,,35,,,,,,,,,,,,,,,,,
2000-03-18,1000000,,,993,,,39,,,,,,,,,,,,,,,,,
2000-03-15,2175754,,,782,,,32,,,,,,,,,,,,,,,,,
2000-03-11,1619536,,,929,,,43,,,,,,,,,,,,,,,,,
2000-03-08,1000000,,,826,,,35,,,,,,,,,,,,,,,,,
2000-03-04,2195261,,,921,,,37,,,,,,,,,,,,,,,,,
2000-03-01,1509340,,,986,,,39,,,,,,,,,,,,,,,,,
2000-02-26,1000000,,,1560,,,46,,,,,,,,,,,,,,,,,
2000-02-23,1000000,,,613,,,29,,,,,,,,,,,,,,,,,
2000-02-19,3023264,,,785,,,35,,,,,,,,,,,,,,,,,
2000-02-16,2207796,,,768,,,39,,,,,,,,,,,,,,,,,
2000-02-12,1631476,,,1072,,,40,,,,,,,,,,,,,,,,,
2000-02-09,1000000,,,1105,,,38,,,,,,,,,,,,,,,,,
2000-02-05,1000000,,,870,,,37,,,,,,,,,,,,,,,,,
2000-02-02,1000000,,,128,,,22,,,,,,,,,,,,,,,,,
2000-01-29,1000000,,,1110,,,45,,,,,,,,,,,,,,,,,
2000-01-26,1000000,,,842,,,37,,,,,,,,,,,,,,,,,
2000-01-22,1000000,,,855,,,30,,,,,,,,,,,,,,,,,
2000-01-19,2198655,,,695,,,28,,,,,,,,,,,,,,,,,
2000-01-15,1619338,,,1312,,,46,,,,,,,,,,,,,,,,,
2000-01-12,1000000,,,1168,,,44,,,,,,,,,,,,,,,,,
2000-01-08,1000000,,,864,,,39,,,,,,,,,,,,,,,,,
2000-01-05,2144687,,,1152,,,41,,,,,,,,,,,,,,,,,
2000-01-01,1613346,,,552,,,26,,,,,,,,,,,,,,,,,
1999-12-29,1000000,,,1101,,,38,,,,,,,,,,,,,,,,,
1999-12-24,3688995,,,549,,,26,,,,,,,,,,,,,,,,,
1999-12-22,2746487,,,1169,,,43,,,,,,,,,,,,,,,,,
1999-12-18,2123102,,,1090,,,44,,,,,,,,,,,,,,,,,
1999-12-15,1481165,,,875,,,36,,,,,,,,,,,,,,,,,
1999-12-11,1000000,,,1108,,,43,,,,,,,,,,,,,,,,,
1999-12-08,1000000,,,573,,,29,,,,,,,,,,,,,,,,,
1999-12-04,1000000,,,977,,,42,,,,,,,,,,,,,,,,,
1999-12-01,1000000,,,528,,,27,,,,,,,,,,,,,,,,,
1999-11-27,1000000,,,1391,,,51,,,,,,,,,,,,,,,,,
1999-11-24,1500299,,,892,,,35,,,,,,,,,,,,,,,,,
1999-11-20,1000000,,,1044,,,37,,,,,,,,,,,,,,,,,
1999-11-17,1000000,,,712,,,27,,,,,,,,,,,,,,,,,
1999-11-13,1000000,,,523,,,24,,,,,,,,,,,,,,,,,
1999-11-10,1000000,,,691,,,36,,,,,,,,,,,,,,,,,
1999-11-06,1000000,,,824,,,32,,,,,,,,,,,,,,,,,
1999-11-03,1531601,,,730,,,32,,,,,,,,,,,,,,,,,
1999-10-30,1000000,,,1036,,,36,,,,,,,,,,,,,,,,,
1999-10-27,2868849,,,1039,,,37,,,,,,,,,,,,,,,,,
1999-10-23,2216451,,,763,,,36,,,,,,,,,,,,,,,,,
1999-10-20,1517372,,,1150,,,42,,,,,,,,,,,,,,,,,
1999-10-16,1000000,,,1249,,,43,,,,,,,,,,,,,,,,,
1999-10-13,2226943,,,728,,,33,,,,,,,,,,,,,,,,,
1999-10-09,1640140,,,1002,,,38,,,,,,,,,,,,,,,,,
1999-10-06,1000000,,,1373,,,41,,,,,,,,,,,,,,,,,
1999-10-02,3027733,,,917,,,38,,,,,,,,,,,,,,,,,
1999-09-29,2223223,,,1124,,,38,,,,,,,,,,,,,,,,,
1999-09-25,1636123,,,1060,,,41,,,,,,,,,,,,,,,,,
1999-09-22,1000000,,,1105,,,36,,,,,,,,,,,,,,,,,
1999-09-18,1000000,,,688,,,30,,,,,,,,,,,,,,,,,
1999-09-15,3914609,,,519,,,24,,,,,,,,,,,,,,,,,
1999-09-11,3029144,,,1167,,,42,,,,,,,,,,,,,,,,,
1999-09-08,2224977,,,932,,,34,,,,,,,,,,,,,,,,,
1999-09-04,1639997,,,841,,,31,,,,,,,,,,,,,,,,,
1999-09-01,1000000,,,1533,,,41,,,,,,,,,,,,,,,,,
1999-08-28,3873544,,,1081,,,37,,,,,,,,,,,,,,,,,
1999-08-25,2894970,,,589,,,32,,,,,,,,,,,,,,,,,
1999-08-21,2194552,,,503,,,25,,,,,,,,,,,,,,,,,
1999-08-18,1501829,,,641,,,29,,,,,,,,,,,,,,,,,
1999-08-14,1000000,,,862,,,36,,,,,,,,,,,,,,,,,
1999-08-11,1514681,,,718,,,30,,,,,,,,,,,,,,,,,
1999-08-07,1000000,,,1115,,,40,,,,,,,,,,,,,,,,,
1999-08-04,1000000,,,1058,,,39,,,,,,,,,,,,,,,,,
1999-07-31,2226342,,,1040,,,40,,,,,,,,,,,,,,,,,
1999-07-28,1498229,,,1121,,,39,,,,,,,,,,,,,,,,,
1999-07-24,1000000,,,1214,,,45,,,,,,,,,,,,,,,,,
1999-07-21,1510474,,,676,,,25,,,,,,,,,,,,,,,,,
1999-07-17,1000000,,,1174,,,45,,,,,,,,,,,,,,,,,
1999-07-14,2193949,,,1248,,,41,,,,,,,,,,,,,,,,,
1999-07-10,1611676,,,1010,,,40,,,,,,,,,,,,,,,,,
1999-07-07,1000000,,,1291,,,44,,,,,,,,,,,,,,,,,
1999-07-03,2964898,,,773,,,36,,,,,,,,,,,,,,,,,
1999-06-30,2196694,,,1299,,,37,,,,,,,,,,,,,,,,,
1999-06-26,1612156,,,1002,,,38,,,,,,,,,,,,,,,,,
1999-06-23,1000000,,,1058,,,36,,,,,,,,,,,,,,,,,
1999-06-19,1000000,,,603,,,29,,,,,,,,,,,,,,,,,
1999-06-16,2191516,,,651,,,25,,,,,,,,,,,,,,,,,
1999-06-12,1613152,,,824,,,35,,,,,,,,,,,,,,,,,
1999-06-09,1000000,,,580,,,25,,,,,,,,,,,,,,,,,
1999-06-05,1000000,,,683,,,30,,,,,,,,,,,,,,,,,
1999-06-02,1000000,,,720,,,32,,,,,,,,,,,,,,,,,
1999-05-29,1000000,,,1048,,,47,,,,,,,,,,,,,,,,,
1999-05-26,4080973,,,968,,,37,,,,,,,,,,,,,,,,,
1999-05-22,3038215,,,884,,,35,,,,,,,,,,,,,,,,,
1999-05-19,2203467,,,767,,,32,,,,,,,,,,,,,,,,,
1999-05-15,1619559,,,748,,,66,,,,,,,,,,,,,,,,,
1999-05-12,1000000,,,974,,,40,,,,,,,,,,,,,,,,,
1999-05-08,1000000,,,1313,,,46,,,,,,,,,,,,,,,,,
1999-05-05,1000000,,,291,,,18,,,,,,,,,,,,,,,,,
1999-05-01,1000000,,,742,,,27,,,,,,,,,,,,,,,,,
1999-04-28,1000000,,,795,,,33,,,,,,,,,,,,,,,,,
1999-04-24,1000000,,,1059,,,38,,,,,,,,,,,,,,,,,
1999-04-21,2899236,,,1043,,,36,,,,,,,,,,,,,,,,,
1999-04-17,2186484,,,857,,,31,,,,,,,,,,,,,,,,,
1999-04-14,1491677,,,903,,,39,,,,,,,,,,,,,,,,,
