DrawDate,Match 6 Prize,Match 6 Winners,Match 6 Total,Match 5 plus Bonus Prize,Match 5 plus Bonus Winners,Match 5 plus Bonus Total,Match 5 Prize,Match 5 Winners,Match 5 Total,Match 4 plus Bonus Prize,Match 4 plus Bonus Winners,Match 4 plus Bonus Total,Match 4 Prize,Match 4 Winners,Match 4 Total,Match 3 plus Bonus Prize,Match 3 plus Bonus Winners,Match 3 plus Bonus Total,Match 3 Prize,Match 3 Winners,Match 3 Total,Match 2 plus Bonus Prize,Match 2 plus Bonus Winners,Match 2 plus Bonus Total
2024-09-21,1000000,0,0,5000,1,5000,500,28,14000,50,106,5300,20,1217,24340,10,2032,20320,3,17856,53568,2,15901,31802
2024-09-18,1000000,0,0,5000,0,0,500,13,6500,50,26,1300,20,524,10480,10,705,7050,3,9884,29652,2,7509,15018
2024-09-14,1000000,0,0,5000,1,5000,500,25,12500,50,45,2250,20,880,17600,10,1094,10940,3,15778,47334,2,10028,20056
2024-09-11,1000000,0,0,5000,0,0,500,9,4500,50,21,1050,20,619,12380,10,680,6800,3,10320,30960,2,6856,13712
2024-09-07,1000000,0,0,5000,0,0,500,18,9000,50,44,2200,20,966,19320,10,1297,12970,3,15097,45291,2,11325,22650
2024-09-04,1000000,0,0,5000,0,0,500,10,5000,50,27,1350,20,494,9880,10,718,7180,3,9722,29166,2,7298,14596
2024-08-31,1000000,0,0,5000,1,5000,500,14,7000,50,23,1150,20,750,15000,10,939,9390,3,12856,38568,2,9693,19386
2024-08-28,1000000,0,0,5000,0,0,500,13,6500,50,35,1750,20,621,12420,10,881,8810,3,10625,31875,2,8500,17000
2024-08-24,1000000,0,0,5000,0,0,500,11,5500,50,52,2600,20,833,16660,10,1497,14970,3,14794,44382,2,12966,25932
2024-08-21,1000000,0,0,5000,0,0,500,13,6500,50,42,2100,20,655,13100,10,1033,10330,3,11046,33138,2,9171,18342
2024-08-17,1000000,0,0,5000,0,0,500,10,5000,50,42,2100,20,822,16440,10,1213,12130,3,15269,45807,2,11431,22862
2024-08-14,1000000,0,0,5000,0,0,500,18,9000,50,21,1050,20,556,11120,10,715,7150,3,9608,28824,2,7707,15414
2024-08-10,1000000,0,0,5000,2,10000,500,16,8000,50,40,2000,20,753,15060,10,1007,10070,3,12923,38769,2,9843,19686
2024-08-07,1000000,0,0,5000,0,0,500,7,3500,50,29,1450,20,488,9760,10,655,6550,3,8458,25374,2,6542,13084
2024-08-03,1000000,0,0,5000,0,0,500,11,5500,50,47,2350,20,823,16460,10,1261,12610,3,14385,43155,2,12337,24674
2024-07-31,1000000,0,0,5000,0,0,500,10,5000,50,37,1850,20,603,12060,10,789,7890,3,9522,28566,2,8068,16136
2024-07-27,1000000,0,0,5000,0,0,500,31,15500,50,74,3700,20,1142,22840,10,1759,17590,3,17714,53142,2,14139,28278
2024-07-24,1000000,0,0,5000,0,0,500,8,4000,50,27,1350,20,481,9620,10,762,7620,3,9427,28281,2,8492,16984
2024-07-20,1000000,0,0,5000,0,0,500,14,7000,50,39,1950,20,715,14300,10,913,9130,3,12781,38343,2,8799,17598
2024-07-17,1000000,0,0,5000,1,5000,500,12,6000,50,43,2150,20,657,13140,10,1180,11800,3,11173,33519,2,9584,19168
2024-07-13,1000000,1,1000000,5000,0,0,500,22,11000,50,84,4200,20,1187,23740,10,1853,18530,3,16606,49818,2,15149,30298
2024-07-10,1000000,0,0,5000,1,5000,500,24,12000,50,88,4400,20,932,18640,10,1674,16740,3,13023,39069,2,11902,23804
2024-07-06,1000000,0,0,5000,1,5000,500,15,7500,50,38,1900,20,767,15340,10,1059,10590,3,13705,41115,2,10892,21784
2024-07-03,1000000,0,0,5000,0,0,500,5,2500,50,20,1000,20,456,9120,10,610,6100,3,8165,24495,2,6038,12076
2024-06-29,1000000,0,0,5000,1,5000,500,15,7500,50,46,2300,20,736,14720,10,1007,10070,3,13538,40614,2,10084,20168
2024-06-26,1000000,0,0,5000,1,5000,500,10,5000,50,26,1300,20,539,10780,10,826,8260,3,10141,30423,2,8177,16354
2024-06-22,1000000,0,0,5000,1,5000,500,20,10000,50,57,2850,20,999,19980,10,1331,13310,3,17624,52872,2,12507,25014
2024-06-19,1000000,0,0,5000,1,5000,500,18,9000,50,33,1650,20,823,16460,10,1011,10110,3,13221,39663,2,9382,18764
2024-06-15,1000000,0,0,5000,0,0,500,16,8000,50,48,2400,20,893,17860,10,1182,11820,3,15294,45882,2,11725,23450
2024-06-12,1000000,0,0,5000,0,0,500,15,7500,50,24,1200,20,605,12100,10,699,6990,3,10643,31929,2,6617,13234
2024-06-08,1000000,0,0,5000,0,0,500,11,5500,50,30,1500,20,743,14860,10,957,9570,3,13408,40224,2,10584,21168
2024-06-05,1000000,1,1000000,5000,0,0,500,13,6500,50,22,1100,20,528,10560,10,736,7360,3,9506,28518,2,6625,13250
2024-06-01,1000000,0,0,5000,1,5000,500,17,8500,50,51,2550,20,822,16440,10,1059,10590,3,13633,40899,2,10000,20000
2024-05-29,1000000,0,0,5000,1,5000,500,6,3000,50,30,1500,20,635,12700,10,914,9140,3,10453,31359,2,9463,18926
2024-05-25,1000000,0,0,5000,0,0,500,14,7000,50,41,2050,20,803,16060,10,1079,10790,3,13872,41616,2,10560,21120
2024-05-22,1000000,0,0,5000,0,0,500,8,4000,50,23,1150,20,480,9600,10,765,7650,3,9298,27894,2,7417,14834
2024-05-18,1000000,1,1000000,5000,0,0,500,21,10500,50,72,3600,20,1008,20160,10,1539,15390,3,15834,47502,2,13348,26696
2024-05-15,1000000,0,0,5000,0,0,500,11,5500,50,24,1200,20,473,9460,10,643,6430,3,8881,26643,2,5975,11950
2024-05-11,1000000,0,0,5000,0,0,500,12,6000,50,39,1950,20,728,14560,10,1047,10470,3,12471,37413,2,10690,21380
2024-05-08,1000000,0,0,5000,0,0,500,7,3500,50,43,2150,20,573,11460,10,837,8370,3,10157,30471,2,8038,16076
2024-05-04,1000000,0,0,5000,0,0,500,19,9500,50,33,1650,20,686,13720,10,998,9980,3,13157,39471,2,10090,20180
2024-05-01,1000000,0,0,5000,0,0,500,9,4500,50,20,1000,20,469,9380,10,701,7010,3,9408,28224,2,6545,13090
2024-04-27,1000000,0,0,5000,0,0,500,14,7000,50,34,1700,20,938,18760,10,964,9640,3,15653,46959,2,9316,18632
2024-04-24,1000000,0,0,5000,0,0,500,6,3000,50,20,1000,20,536,10720,10,586,5860,3,9426,28278,2,5965,11930
2024-04-20,1000000,0,0,5000,0,0,500,25,12500,50,37,1850,20,883,17660,10,1367,13670,3,15758,47274,2,13017,26034
2024-04-17,1000000,0,0,5000,1,5000,500,16,8000,50,36,1800,20,622,12440,10,754,7540,3,11058,33174,2,7814,15628
2024-04-13,1000000,0,0,5000,0,0,500,20,10000,50,40,2000,20,1064,21280,10,1153,11530,3,17517,52551,2,10527,21054
2024-04-10,1000000,0,0,5000,0,0,500,16,8000,50,33,1650,20,666,13320,10,1131,11310,3,11589,34767,2,10555,21110
2024-04-06,1000000,0,0,5000,0,0,500,16,8000,50,56,2800,20,915,18300,10,1199,11990,3,15596,46788,2,12448,24896
2024-04-03,1000000,0,0,5000,1,5000,500,14,7000,50,35,1750,20,684,13680,10,891,8910,3,10949,32847,2,9028,18056
2024-03-30,1000000,0,0,5000,0,0,500,30,15000,50,60,3000,20,1280,25600,10,1421,14210,3,20308,60924,2,12650,25300
2024-03-27,1000000,0,0,5000,0,0,500,9,4500,50,34,1700,20,547,10940,10,757,7570,3,9392,28176,2,7944,15888
2024-03-23,1000000,0,0,5000,1,5000,500,13,6500,50,35,1750,20,775,15500,10,1039,10390,3,13514,40542,2,9545,19090
2024-03-20,1000000,0,0,5000,0,0,500,15,7500,50,21,1050,20,603,12060,10,695,6950,3,9861,29583,2,6815,13630
2024-03-16,1000000,0,0,5000,1,5000,500,26,13000,50,54,2700,20,861,17220,10,1129,11290,3,14423,43269,2,10325,20650
2024-03-13,1000000,0,0,5000,0,0,500,10,5000,50,32,1600,20,578,11560,10,894,8940,3,10265,30795,2,8557,17114
2024-03-09,1000000,1,1000000,5000,0,0,500,18,9000,50,46,2300,20,787,15740,10,1126,11260,3,13975,41925,2,11236,22472
2024-03-06,1000000,0,0,5000,0,0,500,11,5500,50,41,2050,20,633,12660,10,1041,10410,3,11343,34029,2,9612,19224
2024-03-02,1000000,0,0,5000,1,5000,500,18,9000,50,44,2200,20,847,16940,10,1031,10310,3,14736,44208,2,10049,20098
2024-02-28,1000000,0,0,5000,1,5000,500,7,3500,50,35,1750,20,508,10160,10,625,6250,3,9474,28422,2,6040,12080
2024-02-24,1000000,0,0,5000,0,0,500,17,8500,50,37,1850,20,767,15340,10,1010,10100,3,13225,39675,2,9459,18918
2024-02-21,1000000,0,0,5000,0,0,500,14,7000,50,41,2050,20,616,12320,10,1163,11630,3,10618,31854,2,10020,20040
2024-02-17,1000000,0,0,5000,0,0,500,21,10500,50,29,1450,20,918,18360,10,1138,11380,3,14421,43263,2,10783,21566
2024-02-14,1000000,0,0,5000,0,0,500,9,4500,50,23,1150,20,498,9960,10,734,7340,3,9705,29115,2,7064,14128
2024-02-10,1000000,0,0,5000,1,5000,500,22,11000,50,45,2250,20,866,17320,10,1057,10570,3,15449,46347,2,9881,19762
2024-02-07,1000000,0,0,5000,1,5000,500,15,7500,50,26,1300,20,667,13340,10,871,8710,3,12050,36150,2,8978,17956
2024-02-03,1000000,0,0,5000,0,0,500,14,7000,50,34,1700,20,848,16960,10,1183,11830,3,14925,44775,2,12158,24316
2024-01-31,1000000,0,0,5000,1,5000,500,7,3500,50,26,1300,20,505,10100,10,656,6560,3,8655,25965,2,6247,12494
2024-01-27,1000000,0,0,5000,2,10000,500,17,8500,50,51,2550,20,1127,22540,10,1527,15270,3,19556,58668,2,15882,31764
2024-01-24,1000000,0,0,5000,0,0,500,24,12000,50,48,2400,20,1286,25720,10,1137,11370,3,17690,53070,2,10186,20372
2024-01-20,1000000,0,0,5000,1,5000,500,26,13000,50,55,2750,20,1090,21800,10,1480,14800,3,18082,54246,2,13049,26098
2024-01-17,1000000,0,0,5000,0,0,500,13,6500,50,42,2100,20,823,16460,10,1087,10870,3,15381,46143,2,10550,21100
2024-01-13,1000000,0,0,5000,0,0,500,26,13000,50,54,2700,20,1124,22480,10,1375,13750,3,19223,57669,2,13700,27400
2024-01-10,1000000,0,0,5000,0,0,500,14,7000,50,47,2350,20,790,15800,10,1107,11070,3,13671,41013,2,10973,21946
2024-01-06,1000000,0,0,5000,1,5000,500,22,11000,50,47,2350,20,1175,23500,10,1271,12710,3,19001,57003,2,12326,24652
2024-01-03,1000000,0,0,5000,0,0,500,16,8000,50,37,1850,20,794,15880,10,960,9600,3,14452,43356,2,8579,17158
2023-12-30,1000000,0,0,5000,0,0,500,23,11500,50,29,1450,20,866,17320,10,1186,11860,3,14541,43623,2,12529,25058
2023-12-27,1000000,0,0,5000,2,10000,500,24,12000,50,96,4800,20,1027,20540,10,1837,18370,3,15118,45354,2,13587,27174
2023-12-23,1000000,1,1000000,5000,2,10000,500,21,10500,50,51,2550,20,1372,27440,10,1550,15500,3,23444,70332,2,14820,29640
2023-12-20,1000000,0,0,5000,0,0,500,11,5500,50,34,1700,20,726,14520,10,1001,10010,3,12959,38877,2,9337,18674
2023-12-16,1000000,0,0,5000,1,5000,500,17,8500,50,49,2450,20,976,19520,10,1313,13130,3,16279,48837,2,13103,26206
2023-12-13,1000000,0,0,5000,0,0,500,8,4000,50,44,2200,20,661,13220,10,1061,10610,3,12044,36132,2,10755,21510
2023-12-09,1000000,0,0,5000,1,5000,500,19,9500,50,55,2750,20,951,19020,10,1327,13270,3,16744,50232,2,12986,25972
2023-12-06,1000000,0,0,5000,0,0,500,8,4000,50,33,1650,20,658,13160,10,915,9150,3,11720,35160,2,9027,18054
2023-12-02,1000000,0,0,5000,0,0,500,13,6500,50,53,2650,20,1063,21260,10,1309,13090,3,16908,50724,2,12686,25372
2023-11-29,1000000,0,0,5000,0,0,500,21,10500,50,22,1100,20,796,15920,10,739,7390,3,13425,40275,2,6712,13424
2023-11-25,1000000,0,0,5000,1,5000,500,10,5000,50,36,1800,20,758,15160,10,1027,10270,3,13493,40479,2,11356,22712
2023-11-22,1000000,0,0,5000,0,0,500,12,6000,50,23,1150,20,539,10780,10,714,7140,3,9268,27804,2,8053,16106
2023-11-18,1000000,0,0,5000,0,0,500,14,7000,50,32,1600,20,761,15220,10,1069,10690,3,13251,39753,2,10002,20004
2023-11-15,1000000,0,0,5000,0,0,500,11,5500,50,35,1750,20,561,11220,10,734,7340,3,9804,29412,2,7151,14302
2023-11-11,1000000,0,0,5000,0,0,500,20,10000,50,91,4550,20,1435,28700,10,1795,17950,3,20587,61761,2,14508,29016
2023-11-08,1000000,0,0,5000,1,5000,500,9,4500,50,26,1300,20,590,11800,10,876,8760,3,10329,30987,2,8502,17004
2023-11-04,1000000,0,0,5000,0,0,500,16,8000,50,49,2450,20,736,14720,10,1032,10320,3,12837,38511,2,10169,20338
2023-11-01,1000000,0,0,5000,0,0,500,10,5000,50,39,1950,20,645,12900,10,802,8020,3,10505,31515,2,8083,16166
2023-10-28,1000000,0,0,5000,0,0,500,10,5000,50,47,2350,20,804,16080,10,1091,10910,3,12868,38604,2,10948,21896
2023-10-25,1000000,0,0,5000,1,5000,500,19,9500,50,38,1900,20,917,18340,10,1074,10740,3,12826,38478,2,8984,17968
2023-10-21,1000000,0,0,5000,0,0,500,16,8000,50,55,2750,20,930,18600,10,1336,13360,3,15876,47628,2,12106,24212
2023-10-18,1000000,0,0,5000,0,0,500,9,4500,50,24,1200,20,631,12620,10,901,9010,3,10600,31800,2,8892,17784
2023-10-14,1000000,1,1000000,5000,0,0,500,10,5000,50,30,1500,20,778,15560,10,1143,11430,3,13380,40140,2,11493,22986
2023-10-11,1000000,0,0,5000,1,5000,500,11,5500,50,30,1500,20,585,11700,10,892,8920,3,10718,32154,2,8758,17516
2023-10-07,1000000,0,0,5000,1,5000,500,23,11500,50,62,3100,20,1022,20440,10,1407,14070,3,17127,51381,2,13638,27276
2023-10-04,1000000,0,0,5000,0,0,500,12,6000,50,38,1900,20,617,12340,10,942,9420,3,11045,33135,2,9752,19504
2023-09-30,1000000,0,0,5000,0,0,500,22,11000,50,54,2700,20,1021,20420,10,1524,15240,3,16807,50421,2,14928,29856
2023-09-27,1000000,1,1000000,5000,1,5000,500,10,5000,50,26,1300,20,509,10180,10,738,7380,3,9509,28527,2,7111,14222
2023-09-23,1000000,0,0,5000,0,0,500,30,15000,50,58,2900,20,1015,20300,10,1427,14270,3,17356,52068,2,12829,25658
2023-09-20,1000000,0,0,5000,0,0,500,15,7500,50,24,1200,20,769,15380,10,801,8010,3,12923,38769,2,7711,15422
2023-09-16,1000000,0,0,5000,2,10000,500,13,6500,50,33,1650,20,773,15460,10,1045,10450,3,13718,41154,2,10651,21302
2023-09-13,1000000,1,1000000,5000,0,0,500,13,6500,50,33,1650,20,616,12320,10,831,8310,3,10514,31542,2,8609,17218
2023-09-09,1000000,0,0,5000,0,0,500,16,8000,50,70,3500,20,1022,20440,10,1695,16950,3,17006,51018,2,14154,28308
2023-09-06,1000000,0,0,5000,0,0,500,12,6000,50,17,850,20,574,11480,10,695,6950,3,10364,31092,2,6599,13198
2023-09-02,1000000,0,0,5000,0,0,500,19,9500,50,43,2150,20,861,17220,10,1287,12870,3,15714,47142,2,13046,26092
2023-08-30,1000000,0,0,5000,0,0,500,12,6000,50,23,1150,20,678,13560,10,686,6860,3,11691,35073,2,6548,13096
2023-08-26,1000000,0,0,5000,1,5000,500,11,5500,50,41,2050,20,787,15740,10,1116,11160,3,14020,42060,2,11508,23016
2023-08-23,1000000,0,0,5000,0,0,500,13,6500,50,45,2250,20,684,13680,10,1354,13540,3,11695,35085,2,11536,23072
2023-08-19,1000000,0,0,5000,0,0,500,16,8000,50,49,2450,20,770,15400,10,1120,11200,3,14660,43980,2,10749,21498
2023-08-16,1000000,0,0,5000,0,0,500,10,5000,50,29,1450,20,561,11220,10,739,7390,3,9883,29649,2,7748,15496
2023-08-12,1000000,0,0,5000,1,5000,500,15,7500,50,25,1250,20,749,14980,10,1016,10160,3,12788,38364,2,10429,20858
2023-08-09,1000000,0,0,5000,0,0,500,5,2500,50,39,1950,20,557,11140,10,961,9610,3,10372,31116,2,9978,19956
2023-08-05,1000000,0,0,5000,1,5000,500,12,6000,50,39,1950,20,855,17100,10,1300,13000,3,15391,46173,2,13131,26262
2023-08-02,1000000,0,0,5000,0,0,500,14,7000,50,33,1650,20,591,11820,10,889,8890,3,9969,29907,2,8836,17672
2023-07-29,1000000,0,0,5000,0,0,500,13,6500,50,34,1700,20,785,15700,10,1137,11370,3,14623,43869,2,11020,22040
2023-07-26,1000000,1,1000000,5000,1,5000,500,21,10500,50,35,1750,20,763,15260,10,1006,10060,3,12333,36999,2,9204,18408
2023-07-22,1000000,0,0,5000,0,0,500,13,6500,50,34,1700,20,744,14880,10,991,9910,3,13024,39072,2,10155,20310
2023-07-19,1000000,0,0,5000,1,5000,500,18,9000,50,43,2150,20,699,13980,10,1047,10470,3,11507,34521,2,9150,18300
2023-07-15,1000000,0,0,5000,0,0,500,18,9000,50,54,2700,20,916,18320,10,1356,13560,3,15871,47613,2,12117,24234
2023-07-12,1000000,1,1000000,5000,1,5000,500,7,3500,50,25,1250,20,630,12600,10,614,6140,3,10631,31893,2,6286,12572
2023-07-08,1000000,0,0,5000,1,5000,500,14,7000,50,53,2650,20,987,19740,10,1465,14650,3,16455,49365,2,13776,27552
2023-07-05,1000000,0,0,5000,1,5000,500,19,9500,50,30,1500,20,778,15560,10,833,8330,3,10448,31344,2,7997,15994
2023-07-01,1000000,0,0,5000,1,5000,500,18,9000,50,60,3000,20,957,19140,10,1004,10040,3,16384,49152,2,9780,19560
2023-06-28,1000000,1,1000000,5000,0,0,500,13,6500,50,37,1850,20,804,16080,10,784,7840,3,12996,38988,2,7278,14556
2023-06-24,1000000,0,0,5000,0,0,500,46,23000,50,44,2200,20,1568,31360,10,992,9920,3,21021,63063,2,9500,19000
2023-06-21,1000000,0,0,5000,0,0,500,18,9000,50,57,2850,20,979,19580,10,1378,13780,3,14460,43380,2,10839,21678
2023-06-17,1000000,0,0,5000,0,0,500,16,8000,50,54,2700,20,1032,20640,10,1504,15040,3,18747,56241,2,14071,28142
2023-06-14,1000000,0,0,5000,0,0,500,20,10000,50,47,2350,20,772,15440,10,1078,10780,3,13553,40659,2,9664,19328
2023-06-10,1000000,0,0,5000,0,0,500,23,11500,50,52,2600,20,1231,24620,10,1702,17020,3,20932,62796,2,15967,31934
2023-06-07,1000000,0,0,5000,0,0,500,12,6000,50,40,2000,20,697,13940,10,965,9650,3,12445,37335,2,9899,19798
2023-06-03,1000000,0,0,5000,2,10000,500,32,16000,50,70,3500,20,1343,26860,10,1981,19810,3,21715,65145,2,16924,33848
2023-05-31,1000000,0,0,5000,0,0,500,10,5000,50,32,1600,20,704,14080,10,921,9210,3,11588,34764,2,9526,19052
2023-05-27,1000000,0,0,5000,0,0,500,29,14500,50,47,2350,20,1611,32220,10,1392,13920,3,21544,64632,2,12494,24988
2023-05-24,1000000,0,0,5000,0,0,500,19,9500,50,37,1850,20,1054,21080,10,942,9420,3,17163,51489,2,8966,17932
2023-05-20,1000000,0,0,5000,0,0,500,26,13000,50,45,2250,20,1123,22460,10,1271,12710,3,18787,56361,2,12249,24498
2023-05-17,1000000,0,0,5000,3,15000,500,15,7500,50,50,2500,20,733,14660,10,1006,10060,3,12831,38493,2,9951,19902
2023-05-13,1000000,0,0,5000,0,0,500,12,6000,50,46,2300,20,822,16440,10,1271,12710,3,14706,44118,2,12771,25542
2023-05-10,1000000,0,0,5000,0,0,500,23,11500,50,58,2900,20,812,16240,10,1258,12580,3,14085,42255,2,11817,23634
2023-05-06,1000000,0,0,5000,2,10000,500,49,24500,50,68,3400,20,1575,31500,10,1360,13600,3,21828,65484,2,12207,24414
2023-05-03,1000000,0,0,5000,1,5000,500,18,9000,50,32,1600,20,810,16200,10,1024,10240,3,13546,40638,2,9298,18596
2023-04-29,1000000,0,0,5000,1,5000,500,24,12000,50,55,2750,20,897,17940,10,1288,12880,3,16257,48771,2,12866,25732
2023-04-26,1000000,0,0,5000,0,0,500,13,6500,50,42,2100,20,680,13600,10,1034,10340,3,11954,35862,2,10401,20802
2023-04-22,1000000,0,0,5000,2,10000,500,19,9500,50,34,1700,20,915,18300,10,1255,12550,3,16075,48225,2,12209,24418
2023-04-19,1000000,0,0,5000,0,0,500,4,2000,50,30,1500,20,577,11540,10,817,8170,3,10265,30795,2,8504,17008
2023-04-15,1000000,0,0,5000,1,5000,500,18,9000,50,37,1850,20,854,17080,10,1258,12580,3,15000,45000,2,11946,23892
2023-04-12,1000000,0,0,5000,0,0,500,15,7500,50,37,1850,20,670,13400,10,670,6700,3,12034,36102,2,6537,13074
2023-04-08,1000000,0,0,5000,0,0,500,20,10000,50,38,1900,20,811,16220,10,1119,11190,3,13537,40611,2,11379,22758
2023-04-05,1000000,0,0,5000,2,10000,500,12,6000,50,43,2150,20,595,11900,10,991,9910,3,11085,33255,2,10132,20264
2023-04-01,1000000,0,0,5000,0,0,500,14,7000,50,46,2300,20,823,16460,10,1172,11720,3,14296,42888,2,11145,22290
2023-03-29,1000000,0,0,5000,1,5000,500,9,4500,50,36,1800,20,779,15580,10,1004,10040,3,12092,36276,2,9320,18640
2023-03-25,1000000,0,0,5000,0,0,500,14,7000,50,51,2550,20,860,17200,10,1117,11170,3,14699,44097,2,10115,20230
2023-03-22,1000000,0,0,5000,0,0,500,8,4000,50,27,1350,20,572,11440,10,760,7600,3,9756,29268,2,7760,15520
2023-03-18,1000000,0,0,5000,2,10000,500,29,14500,50,35,1750,20,1279,25580,10,1165,11650,3,19589,58767,2,10334,20668
2023-03-15,1000000,0,0,5000,2,10000,500,15,7500,50,33,1650,20,656,13120,10,871,8710,3,10650,31950,2,8364,16728
2023-03-11,1000000,0,0,5000,1,5000,500,13,6500,50,47,2350,20,802,16040,10,1182,11820,3,13880,41640,2,12185,24370
2023-03-08,1000000,0,0,5000,1,5000,500,15,7500,50,24,1200,20,615,12300,10,956,9560,3,10750,32250,2,9200,18400
2023-03-04,1000000,0,0,5000,0,0,500,17,8500,50,51,2550,20,870,17400,10,1319,13190,3,15321,45963,2,12795,25590
2023-03-01,1000000,0,0,5000,1,5000,500,12,6000,50,37,1850,20,712,14240,10,1212,12120,3,11930,35790,2,10960,21920
2023-02-25,1000000,0,0,5000,1,5000,500,22,11000,50,41,2050,20,1245,24900,10,1098,10980,3,19359,58077,2,10730,21460
2023-02-22,1000000,0,0,5000,1,5000,500,18,9000,50,43,2150,20,882,17640,10,1146,11460,3,14146,42438,2,10050,20100
2023-02-18,1000000,0,0,5000,0,0,500,49,24500,50,50,2500,20,1785,35700,10,1259,12590,3,23350,70050,2,11638,23276
2023-02-15,1000000,0,0,5000,1,5000,500,6,3000,50,37,1850,20,578,11560,10,864,8640,3,10352,31056,2,8717,17434
2023-02-11,1000000,0,0,5000,1,5000,500,37,18500,50,116,5800,20,1363,27260,10,2211,22110,3,20010,60030,2,16333,32666
2023-02-08,1000000,0,0,5000,0,0,500,12,6000,50,50,2500,20,666,13320,10,891,8910,3,11472,34416,2,9309,18618
2023-02-04,1000000,0,0,5000,0,0,500,20,10000,50,81,4050,20,1007,20140,10,1689,16890,3,16426,49278,2,14803,29606
2023-02-01,1000000,1,1000000,5000,0,0,500,12,6000,50,25,1250,20,587,11740,10,872,8720,3,10318,30954,2,8861,17722
2023-01-28,1000000,0,0,5000,0,0,500,17,8500,50,50,2500,20,882,17640,10,1300,13000,3,15781,47343,2,12889,25778
2023-01-25,1000000,0,0,5000,1,5000,500,15,7500,50,35,1750,20,707,14140,10,669,6690,3,12097,36291,2,6547,13094
2023-01-21,1000000,0,0,5000,1,5000,500,19,9500,50,29,1450,20,932,18640,10,1104,11040,3,16733,50199,2,10790,21580
2023-01-18,1000000,0,0,5000,0,0,500,18,9000,50,44,2200,20,895,17900,10,1110,11100,3,13393,40179,2,9573,19146
2023-01-14,1000000,0,0,5000,0,0,500,14,7000,50,63,3150,20,875,17500,10,1520,15200,3,14840,44520,2,14520,29040
2023-01-11,1000000,1,1000000,5000,0,0,500,14,7000,50,23,1150,20,558,11160,10,702,7020,3,10419,31257,2,6529,13058
2023-01-07,1000000,0,0,5000,0,0,500,11,5500,50,46,2300,20,792,15840,10,1100,11000,3,13846,41538,2,11543,23086
2023-01-04,1000000,0,0,5000,0,0,500,17,8500,50,23,1150,20,695,13900,10,1160,11600,3,12819,38457,2,11667,23334
2022-12-31,1000000,0,0,5000,3,15000,500,26,13000,50,43,2150,20,1147,22940,10,1569,15690,3,19327,57981,2,14349,28698
2022-12-28,1000000,0,0,5000,0,0,500,17,8500,50,38,1900,20,759,15180,10,1146,11460,3,12897,38691,2,10554,21108
2022-12-24,1000000,0,0,5000,0,0,500,32,16000,50,52,2600,20,1127,22540,10,1449,14490,3,20393,61179,2,13703,27406
2022-12-21,1000000,0,0,5000,0,0,500,21,10500,50,73,3650,20,904,18080,10,1476,14760,3,14914,44742,2,13814,27628
2022-12-17,1000000,0,0,5000,0,0,500,33,16500,50,84,4200,20,1490,29800,10,1694,16940,3,21265,63795,2,13814,27628
2022-12-14,1000000,0,0,5000,0,0,500,15,7500,50,30,1500,20,625,12500,10,927,9270,3,10616,31848,2,9531,19062
2022-12-10,1000000,0,0,5000,1,5000,500,16,8000,50,51,2550,20,858,17160,10,1288,12880,3,15132,45396,2,13048,26096
2022-12-07,1000000,0,0,5000,2,10000,500,20,10000,50,29,1450,20,622,12440,10,757,7570,3,11415,34245,2,7919,15838
2022-12-03,1000000,0,0,5000,1,5000,500,27,13500,50,55,2750,20,1050,21000,10,1467,14670,3,17320,51960,2,13395,26790
2022-11-30,1000000,0,0,5000,1,5000,500,22,11000,50,61,3050,20,1094,21880,10,1292,12920,3,15411,46233,2,10458,20916
2022-11-26,1000000,0,0,5000,2,10000,500,12,6000,50,43,2150,20,1114,22280,10,1105,11050,3,16602,49806,2,10000,20000
2022-11-23,1000000,0,0,5000,0,0,500,16,8000,50,34,1700,20,767,15340,10,1054,10540,3,13298,39894,2,9840,19680
2022-11-19,1000000,0,0,5000,0,0,500,16,8000,50,48,2400,20,971,19420,10,1487,14870,3,16344,49032,2,14049,28098
2022-11-16,1000000,0,0,5000,1,5000,500,12,6000,50,29,1450,20,568,11360,10,802,8020,3,9662,28986,2,8125,16250
2022-11-12,1000000,0,0,5000,3,15000,500,29,14500,50,42,2100,20,814,16280,10,1027,10270,3,14414,43242,2,9913,19826
2022-11-09,1000000,0,0,5000,2,10000,500,16,8000,50,34,1700,20,615,12300,10,932,9320,3,11171,33513,2,9591,19182
2022-11-05,1000000,0,0,5000,1,5000,500,20,10000,50,55,2750,20,979,19580,10,1500,15000,3,17222,51666,2,13608,27216
2022-11-02,1000000,0,0,5000,0,0,500,6,3000,50,25,1250,20,544,10880,10,833,8330,3,9741,29223,2,9001,18002
2022-10-29,1000000,0,0,5000,1,5000,500,19,9500,50,60,3000,20,931,18620,10,1539,15390,3,16551,49653,2,14139,28278
2022-10-26,1000000,0,0,5000,0,0,500,12,6000,50,33,1650,20,636,12720,10,814,8140,3,10366,31098,2,8522,17044
2022-10-22,1000000,0,0,5000,2,10000,500,10,5000,50,66,3300,20,1002,20040,10,1463,14630,3,15951,47853,2,13793,27586
2022-10-19,1000000,0,0,5000,0,0,500,11,5500,50,29,1450,20,526,10520,10,815,8150,3,9145,27435,2,8052,16104
2022-10-15,1000000,0,0,5000,0,0,500,26,13000,50,42,2100,20,764,15280,10,1182,11820,3,14080,42240,2,12151,24302
